,name,full_text,date,url
122,Andrew Tate,"dunno why it sounds like I have a lisp. Matrix attack. 

Obvs i dont because im a G",2022-12-17T19:40:39.000Z,https://twitter.com/Cobratate/status/1604199917278621696
123,Andrew Tate,"Fuck it. Everyone who joins https://t.co/8EUCQbL4Y0 also gets 5 chances in the normal draw.

plus 1 chance in the specific real world draw.

200,000 dollars being sent TONIGHT.",2022-12-17T19:12:04.000Z,https://twitter.com/Cobratate/status/1604192724172800003
124,Andrew Tate,"Join here: https://t.co/P0AAPg6hya

I will be giving away another 100,000 specifically for members. 

Tonight.",2022-12-17T19:03:17.000Z,https://twitter.com/Cobratate/status/1604190514894766080
125,Andrew Tate,"I will give away 100,000 dollars tonight.

Simply retweet and comment below.",2022-12-17T18:58:48.000Z,https://twitter.com/Cobratate/status/1604189386660347904
126,Andrew Tate,G,2022-12-17T18:55:59.000Z,https://twitter.com/Cobratate/status/1604188677256511489
127,Andrew Tate,Agreed.,2022-12-17T18:55:43.000Z,https://twitter.com/Cobratate/status/1604188609912995867
128,Andrew Tate,"I made 1.1 million dollars today and spent 135,000 on clothes.

I have 8million dollars of cars being built. Most excited about the Koenigsegg Jesko Attack.

Theres literally nothing to buy with my enormous wealth and im bored so im going to call you all broke for fun.",2022-12-17T18:35:39.000Z,https://twitter.com/Cobratate/status/1604183558062411776
129,Andrew Tate,"Anyone who has to lie and say ""5 hours left"" for some bullshit PDF has zero brand strength.

Devaluing themselves like lying whores to beg for pennies.

Theres infinity left because youre a brokie who needs money. Youd never say no to a single dollar.

Be quiet.",2022-12-17T18:18:34.000Z,https://twitter.com/Cobratate/status/1604179261962817539
130,Andrew Tate,Thinking about it almost constantly lolol.,2022-12-17T18:14:19.000Z,https://twitter.com/Cobratate/status/1604178192272605185
131,Andrew Tate,"You have wasted years of your life.

Years of wasted thoughts and stupid actions for nothing.

Millions of other people ignored it all completely and lived to the fullest with zero negative effect.

You are low IQ.",2022-12-17T18:11:22.000Z,https://twitter.com/Cobratate/status/1604177448182104064
132,Andrew Tate,"I think this dude was part of the polygamy. 

Prob wants his Wednesday nights with everyones girlfriend back.

Seems to miss FTX badly.",2022-12-17T18:08:53.000Z,https://twitter.com/Cobratate/status/1604176821272170503
133,Andrew Tate,"Some college nerds developed AI so that businessmen could apply it.

School teaches you how to spend years building tools.

The Real World teaches you how to use those tools to get rich.

Do you want to build Lamborghinis, or drive them?

Learn:
https://t.co/8EUCQbL4Y0",2022-12-17T17:43:56.000Z,https://twitter.com/Cobratate/status/1604170544794030081
134,Andrew Tate,"I will never forgive myself for failure. 

I am absolutely hard on myself. 

I never ever forgive myself. 

Failing is permanent pain. 

For the rest of my human years. 

This is why I never fail.",2022-12-17T17:05:52.000Z,https://twitter.com/Cobratate/status/1604160963275476992
